result
Id,Term,Crn,Subj,Number,Section,Footnote,Title,Credit,CreditMax,Res,Fy,HasPerm,HasGuide,Meetings/0/Location,Meetings/0/U,Meetings/0/M,Meetings/0/T,Meetings/0/W,Meetings/0/R,Meetings/0/F,Meetings/0/S,Meetings/0/Start,Meetings/0/End,Meetings/0/Credit,Meetings/1/Location,Meetings/1/U,Meetings/1/M,Meetings/1/T,Meetings/1/W,Meetings/1/R,Meetings/1/F,Meetings/1/S,Meetings/1/Start,Meetings/1/End,Meetings/1/Credit,Instructors/0/Display,Reqs/0/Code,Reqs/0/Desc,Reqs/0/Fy,Reqs/0/Uc,DeptCodes/0,Reqs/1/Code,Reqs/1/Desc,Reqs/1/Fy,Reqs/1/Uc,Reqs/2/Code,Reqs/2/Desc,Reqs/2/Fy,Reqs/2/Uc,Reqs/3/Code,Reqs/3/Desc,Reqs/3/Fy,Reqs/3/Uc,Instructors/1/Display,DeptCodes/1,Reqs/4/Code,Reqs/4/Desc,Reqs/4/Fy,Reqs/4/Uc,Instructors/2/Display,Instructors/3/Display,Instructors/4/Display,Reqs/5/Code,Reqs/5/Desc,Reqs/5/Fy,Reqs/5/Uc,DeptCodes/2,DeptCodes/3,Instructors/5/Display,Instructors/6/Display
202505-50215,202505,50215,CHEM,358,1,Crosslisted with BIOL 340,Biochemical Methods,1,,,N,Y,Y,RCHM 101,N,N,Y,N,Y,N,N,1300,1350,1,RCHM 226,N,N,Y,N,Y,N,N,1400,1650,0,"Smith, Sarah J.",NSMC,Natural Science and Mathematics,Y,Y,CHEM,W2,Writing Level 2,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50217,202505,50217,ITAL,104,1,"Subtitle: ""Italian Civilization"".
Students must also register for an ITAL 104 recitation.",Intermediate Italian II,1,,,Y,N,Y,COLE 219,N,Y,N,Y,N,Y,N,1100,1150,1,,,,,,,,,,,,"Kuhn, Bernhard",ARHC,Arts and Humanities,Y,Y,ITAL,CCFL,Foreign Language,Y,Y,FRST,First year course,N,Y,,,,,,,,,,,,,,,,,,,,,
202505-50222,202505,50222,ITAL,102R,40,,Recitation for ITAL 102,0,,,N,N,N,HOLM 101,N,N,N,N,Y,N,N,1100,1150,0,,,,,,,,,,,,,,,,,ITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50223,202505,50223,ITAL,102R,41,,Recitation for ITAL 102,0,,,N,N,N,DANA 227,N,N,N,N,Y,N,N,1300,1350,0,,,,,,,,,,,,,,,,,ITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50224,202505,50224,GRMN,102R,40,,Rec-German in Everyday Life 2,0,,,N,N,N,BIOL 221,N,N,Y,N,N,N,N,900,950,0,,,,,,,,,,,,,,,,,GRMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50235,202505,50235,SPAN,105R,40,,Recitation SPAN 105 01 or 02,0,,,N,N,N,HOLM 101,N,N,Y,N,N,N,N,900,950,0,,,,,,,,,,,,,,,,,SPAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50237,202505,50237,ITAL,202,1,,Intrmd Italian Conversation II,0.5,,,N,N,Y,SWMU 116,N,Y,N,Y,N,N,N,1100,1150,0,,,,,,,,,,,,,ARHC,Arts and Humanities,Y,Y,ITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50238,202505,50238,MATH,240,1,,Applied Combinatorics,0.5,,,N,N,Y,OLIN 255,N,Y,N,Y,N,Y,N,1100,1150,0,,,,,,,,,,,,"McNamara, Peter R.",NSMC,Natural Science and Mathematics,Y,Y,MATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50241,202505,50241,ITAL,104R,40,,Recitation Interm Ital II,0,,,N,N,N,DANA 227,N,N,Y,N,N,N,N,1100,1150,0,,,,,,,,,,,,,,,,,ITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50242,202505,50242,ITAL,104R,41,,Recitation Interm Ital II,0,,,N,N,N,COLE 220,N,N,Y,N,N,N,N,1300,1350,0,,,,,,,,,,,,,,,,,ITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50243,202505,50243,FREN,103,1,Students must select FREN 103 recitation 40 or 41.,Building Proficiency in French,1,,Closed,Y,N,Y,COLE 055,N,Y,N,Y,N,Y,N,1200,1250,1,,,,,,,,,,,,"Dupont, Nathalie",ARHC,Arts and Humanities,Y,Y,FREN,CCFL,Foreign Language,Y,Y,FRST,First year course,N,Y,,,,,,,,,,,,,,,,,,,,,
202505-50244,202505,50244,FREN,103R,40,,Recitation for FREN 103 01,0,,Closed,N,N,N,DANA 227,N,N,N,N,Y,N,N,1100,1150,0,,,,,,,,,,,,,,,,,FREN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50246,202505,50246,THEA,101,1,,Technical Theatre - STAGE,0.25,,,N,Y,Y,,N,N,N,N,N,N,N,,,0,,,,,,,,,,,,"Hansum, Heath J.",AHLG,Arts and Humanities Learning Goals,Y,Y,THEA,ARHC,Arts and Humanities,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50248,202505,50248,CHEG,310L,60,,Lab-Chem Engr Thermodynamics,0,,,N,N,N,DANA 132,N,N,N,N,N,Y,N,800,850,0,,,,,,,,,,,,"Vigeant, Margot A.",,,,,CHEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50249,202505,50249,RUSS,102R,40,,Recitation-Elem Russian II,0,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,RUSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50250,202505,50250,CSCI,203L,62,Student must be enrolled in a CSCI 203 lecture,Lab for Intro to Comp Sci,0,,Closed,N,N,N,DANA 325,N,N,Y,N,N,N,N,1300,1450,0,,,,,,,,,,,,"Baish, Susan R.",,,,,CSCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50251,202505,50251,MECH,402,1,Students must enroll in either MECH 402C 10 or C11,Senior Design II,0.5,,,N,N,N,DANA 134,N,Y,N,Y,N,N,N,1200,1250,0,,,,,,,,,,,,"Torres, Jonathan",,,,,CAPS,,,,,,,,,,,,,,MECH,,,,,,,,,,,,,,,
202505-50252,202505,50252,MUSC,260,7,"Audition required. Ensembles are open to all Bucknell students, music majors and non-majors alike. ",Ensemble:  Jazz Band,0.25,,,Y,Y,Y,WEIS 227,N,N,Y,N,Y,N,N,1700,1820,0.25,,,,,,,,,,,,"Orris, Dale A.",AHLG,Arts and Humanities Learning Goals,Y,Y,MUSC,ARHC,Arts and Humanities,Y,Y,FRST,First year course,N,Y,,,,,,,,,,,,,,,,,,,,,
202505-50258,202505,50258,MECH,202,1,Enrollment is for MECH majors only; others should waitlist,Graphic for Design/Manufacture,0.5,,,N,N,N,DANA 214,N,N,N,Y,N,N,N,1400,1450,0,,,,,,,,,,,,"Scott, William L.",,,,,MECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50259,202505,50259,MECH,202,2,Enrollment is for MECH majors only; others should waitlist,Graphic for Design/Manufacture,0.5,,,N,N,N,DANA 214,N,N,N,Y,N,N,N,1500,1550,0,,,,,,,,,,,,"Scott, William L.",,,,,MECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50260,202505,50260,MECH,202L,60,Monday evenings will be used occasionally for exams.,Lab-Graphics-Design/Manufact.,0,,,N,N,N,DANA 213,N,N,N,N,Y,N,N,800,950,0,DANA 214,N,Y,N,N,N,N,N,1900,2050,0,"Scott, William L.",,,,,MECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50264,202505,50264,MECH,312,1,Students must register for MECH 312L 60 or 61,Heat Transfer,1,,,N,N,N,BRKI 264,N,Y,N,Y,N,Y,N,1000,1050,1,,,,,,,,,,,,"Beninati, M. Laura L.",,,,,MECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50268,202505,50268,BIOL,602,1,Students must also register for 602L 60 or 602L 61,Microbiology,1,,,N,Y,Y,BIOL 101,N,Y,N,Y,N,Y,N,1100,1150,1,,,,,,,,,,,,"Stowe, Emily L.",,,,,BIOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50272,202505,50272,MUSC,260,8,"No previous training in music required. Ensembles are open to all Bucknell students, music majors and non-majors alike. ",Bucknell Gamelan,0.25,,,Y,Y,Y,WEIS 112,N,N,N,N,N,Y,N,1500,1630,0,WEIS 112,N,N,Y,N,N,N,N,1930,2100,0,"Yamin, Tyler",AHLG,Arts and Humanities Learning Goals,Y,Y,MUSC,ARHC,Arts and Humanities,Y,Y,FRST,First year course,N,Y,,,,,,,,,,,,,,,,,,,,,
202505-50273,202505,50273,FREN,103R,41,,Recitation for FREN 103 01,0,,Closed,N,N,N,BIOL 102,N,N,N,N,Y,N,N,1500,1550,0,,,,,,,,,,,,,,,,,FREN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50274,202505,50274,BIOL,221,1,Open only to BMEG majors or by permission of instructor. Students must select a lab from BIOL 221L 60 or BIOL 221L 61.,Human Physiology,1,,,N,N,Y,ACET 227,N,N,Y,N,Y,N,N,830,950,1,,,,,,,,,,,,"Kubat, Jayne A.",NSMC,Natural Science and Mathematics,Y,Y,BIOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50275,202505,50275,BMEG,408,1,Coreq: BMEG 205. Open to biomedical engineering majors only.,Med Device Assess/Development,0.5,,,N,N,N,ACET 227,N,N,Y,N,Y,N,N,1000,1150,0,,,,,,,,,,,,"Kim, Charles J.",,,,,BMEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50277,202505,50277,CSCI,203,2,Open to all class-years. Students must also select a 203 lab section. A limited number of seats are reserved for seniors and juniors in each lecture and lab section. Please see Course Guide for detailed reserved seat information.,Intro to Computer Science,1,,Closed,Y,N,Y,BRKI 065,N,Y,N,Y,N,Y,N,1000,1050,1,,,,,,,,,,,,"Baish, Susan R.",FRST,First year course,N,Y,CSCI,NMLG,Natural Science and Mathematics Learning Goals,Y,Y,NSMC,Natural Science and Mathematics,Y,Y,,,,,,,,,,,,,,,,,,,,,
202505-50278,202505,50278,EDUC,101,1,,Foundations of Education,1,,,Y,N,N,ACET 115,N,Y,N,Y,N,N,N,1200,1320,1,,,,,,,,,,,,"Feuerstein, Abe N.",DUSC,Diversity in the U.S.,Y,Y,EDUC,FRST,First year course,N,Y,RPI,"Race, Power and Inequality",Y,Y,SLSC,Social Science,Y,Y,,,SSLG,Social Science Learning Goals,Y,Y,,,,,,,,,,,
202505-50279,202505,50279,EDUC,318,1,,Critical Multiculturalism,1,,,N,N,Y,ACET 114,N,N,Y,N,Y,N,N,830,950,1,,,,,,,,,,,,"Henry, Sue Ellen",CEL,Community Engaged Learning,Y,Y,EDUC,DUSC,Diversity in the U.S.,Y,Y,SLSC,Social Science,Y,Y,W2,Writing Level 2,Y,Y,,,,,,,,,,,,,,,,,
202505-50281,202505,50281,RUSS,104R,40,,Recitation-Interm. Russian II,0,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,RUSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50283,202505,50283,PSYC,204,1,Prerequisite: PSYC 100 or permission of the instructor. Preference given to PSYC and NEUR majors.,Human Cognition,1,,,N,N,Y,ACWS 112,N,Y,N,Y,N,Y,N,900,950,1,,,,,,,,,,,,"Halpern, Andrea R.",SLSC,Social Science,Y,Y,PSYC,SSLG,Social Science Learning Goals,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50285,202505,50285,WMST,150,1,Students are not permitted to take WMST 150 and SOCI 249 in the same semester.,Intro Women's & Gender Studies,1,,Closed,Y,N,Y,COLE 251,N,Y,N,Y,N,Y,N,1000,1050,1,,,,,,,,,,,,"Trusty, Rachel A.",DUSC,Diversity in the U.S.,Y,Y,WMST,FRST,First year course,N,Y,RPI,"Race, Power and Inequality",Y,Y,SLSC,Social Science,Y,Y,,,SSLG,Social Science Learning Goals,Y,Y,,,,,,,,,,,
202505-50286,202505,50286,ARBC,102,1,Students must select ARBC 102R 40 recitation.,Beginning Arabic II,1,,,Y,N,Y,VAUG 102,N,Y,N,Y,N,Y,N,1000,1050,1,,,,,,,,,,,,"Isleem, Dena",ARHC,Arts and Humanities,Y,Y,ARBC,CCFL,Foreign Language,Y,Y,FRST,First year course,N,Y,,,,,,,,,,,,,,,,,,,,,
202505-50288,202505,50288,MATH,202,6,,Calculus II,1,,,N,N,Y,OLIN 268,N,N,N,N,Y,N,N,1300,1420,0,COLE 022,N,Y,N,Y,N,Y,N,1400,1450,1,"Reynolds, Ryan",CCQR,Quantitative Reasoning,Y,Y,MATH,NMLG,Natural Science and Mathematics Learning Goals,Y,Y,NSMC,Natural Science and Mathematics,Y,Y,,,,,,,,,,,,,,,,,,,,,
202505-50289,202505,50289,ENGR,214L,62,Students registered for this lab must be in ENGR 214-02,Lab for Computational Analysis,0,,,N,N,N,DANA 214,N,N,Y,N,N,N,N,1300,1450,0,,,,,,,,,,,,"O'Neill, Greg G.",,,,,ENGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50291,202505,50291,CHEG,200,1,Students must select a laboratory.  ,Chemical Engineer Principles,1,,,N,N,N,DANA 134,N,Y,N,Y,N,Y,N,900,950,1,,,,,,,,,,,,"Mineart, Kenny P.",,,,,CHEG,,,,,,,,,,,,,"Raymond, Tim M.",,,,,,,,,,,,,,,,
202505-50292,202505,50292,CHEG,200L,60,,Lab-Chem Engr Principles,0,,,N,N,N,DANA 213,N,Y,N,N,N,N,N,1300,1450,0,,,,,,,,,,,,"Mineart, Kenny P.",,,,,CHEG,,,,,,,,,,,,,"Raymond, Tim M.",,,,,,,,,,,,,,,,
202505-50293,202505,50293,CHEG,200L,61,,Lab-Chem Engr Principles,0,,,N,N,N,DANA 213,N,Y,N,N,N,N,N,1500,1650,0,,,,,,,,,,,,"Mineart, Kenny P.",,,,,CHEG,,,,,,,,,,,,,"Raymond, Tim M.",,,,,,,,,,,,,,,,
202505-50294,202505,50294,ENGR,222,1,,Civil Engr. Fluid Mechanics,1,,,N,N,N,BRKI 166,N,Y,N,Y,N,Y,N,1300,1350,1,,,,,,,,,,,,"Crago, Richard D.",,,,,ENGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50296,202505,50296,ENGR,222L,61,,Lab-Fluid Mechanics,0,,,N,N,N,ACET 009,N,N,Y,N,N,N,N,1300,1450,0,,,,,,,,,,,,"Crago, Richard D.",,,,,ENGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50297,202505,50297,ENGR,222L,62,,Lab-Fluid Mechanics,0,,,N,N,N,ACET 009,N,N,Y,N,N,N,N,1500,1650,0,,,,,,,,,,,,"Crago, Richard D.",,,,,ENGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50299,202505,50299,BIOL,327,1,Preference given to Cell Bio/Biochemistry Majors. The Thursday evening time period will be given twice during the semester for exams.<br>Students must also register for 327L 60 or 327L 61,Molecular Biology,1,,,N,Y,Y,BIOL 104,N,Y,N,Y,N,Y,N,900,950,1,BIOL 104,N,Y,N,N,N,N,N,1900,2050,0,"Lingo, Jordan C.",NSMC,Natural Science and Mathematics,Y,Y,BIOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50300,202505,50300,BIOL,627,1,Students must also register for 627L 60 or 627L 61,Molecular Biology,1,,,N,Y,Y,BIOL 104,N,Y,N,Y,N,Y,N,900,950,1,BIOL 104,N,Y,N,N,N,N,N,1900,2050,0,"Lingo, Jordan C.",,,,,BIOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50304,202505,50304,CHIN,104,1,Students must select a recitation.,Chinese II,1,,,Y,N,Y,HOLM 101,N,Y,N,Y,N,Y,N,1100,1150,1,,,,,,,,,,,,"Tian, Xi",ARHC,Arts and Humanities,Y,Y,CHIN,CCFL,Foreign Language,Y,Y,FRST,First year course,N,Y,,,,,,,,,,,,,,,,,,,,,
202505-50305,202505,50305,MUSC,174,1,,Violin Lessons I,0.25,,,N,Y,Y,,N,N,N,N,N,N,N,,,0,,,,,,,,,,,,"Lakatos, Frank",ARHC,Arts and Humanities,Y,Y,MUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50306,202505,50306,MUSC,174,2,,Violin Lessons I,0.25,,,N,Y,Y,,N,N,N,N,N,N,N,,,0.25,,,,,,,,,,,,"Smolensky, Marcus H.",ARHC,Arts and Humanities,Y,Y,MUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50307,202505,50307,MUSC,175,2,,Viola Lessons I,0.25,,,N,Y,Y,,N,N,N,N,N,N,N,,,0,,,,,,,,,,,,"Lakatos, Frank",ARHC,Arts and Humanities,Y,Y,MUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50308,202505,50308,MUSC,176,1,,Violoncello Lessons I,0.25,,,N,Y,Y,,N,N,N,N,N,N,N,,,0,,,,,,,,,,,,"Holdren, Garet C.",ARHC,Arts and Humanities,Y,Y,MUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50309,202505,50309,MUSC,178,1,,String Bass Lessons I,0.25,,,N,Y,Y,,N,N,N,N,N,N,N,,,0.25,,,,,,,,,,,,"Hart, Robert A.",ARHC,Arts and Humanities,Y,Y,MUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50310,202505,50310,MUSC,187,1,,Saxophone Lessons I,0.25,,,N,Y,Y,,N,N,N,N,N,N,N,,,0.25,,,,,,,,,,,,"Bixler, Ronald L.",ARHC,Arts and Humanities,Y,Y,MUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50311,202505,50311,MUSC,194,1,,Euphonium Lessons I,0.25,,,N,Y,Y,,N,N,N,N,N,N,N,,,0,,,,,,,,,,,,"LaBarca, Robert R.",ARHC,Arts and Humanities,Y,Y,MUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50312,202505,50312,MUSC,274,1,,Violin Lessons II,0.25,,,N,Y,Y,,N,N,N,N,N,N,N,,,0,,,,,,,,,,,,"Lakatos, Frank",ARHC,Arts and Humanities,Y,Y,MUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50313,202505,50313,MUSC,275,2,,Viola Lessons II,0.25,,,N,Y,Y,,N,N,N,N,N,N,N,,,0,,,,,,,,,,,,"Lakatos, Frank",ARHC,Arts and Humanities,Y,Y,MUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50314,202505,50314,MUSC,276,1,,Violoncello Lessons II,0.25,,,N,Y,Y,,N,N,N,N,N,N,N,,,0,,,,,,,,,,,,"Holdren, Garet C.",ARHC,Arts and Humanities,Y,Y,MUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50315,202505,50315,MUSC,278,1,,String Bass Lessons II,0.25,,,N,Y,N,,N,N,N,N,N,N,N,,,0.25,,,,,,,,,,,,"Hart, Robert A.",ARHC,Arts and Humanities,Y,Y,MUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50316,202505,50316,MUSC,285,1,,Bassoon Lessons II,0.25,,,N,Y,Y,,N,N,N,N,N,N,N,,,0.25,,,,,,,,,,,,"Gallup, Trina B.",ARHC,Arts and Humanities,Y,Y,MUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50317,202505,50317,MUSC,287,1,,Saxophone Lessons II,0.25,,,N,Y,Y,,N,N,N,N,N,N,N,,,0.25,,,,,,,,,,,,"Bixler, Ronald L.",ARHC,Arts and Humanities,Y,Y,MUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50318,202505,50318,MUSC,293,1,,Tuba Lessons II,0.25,,,N,Y,N,,N,N,N,N,N,N,N,,,0.25,,,,,,,,,,,,"Benjamin, Rick S.",ARHC,Arts and Humanities,Y,Y,MUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50319,202505,50319,MUSC,294,1,,Euphonium Lessons II,0.25,,,N,Y,Y,,N,N,N,N,N,N,N,,,0,,,,,,,,,,,,"LaBarca, Robert R.",ARHC,Arts and Humanities,Y,Y,MUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50320,202505,50320,MUSC,297,1,,Percussion Lessons II,0.25,,,N,Y,N,,N,N,N,N,N,N,N,,,0,,,,,,,,,,,,"Flynt, Devin R.",ARHC,Arts and Humanities,Y,Y,MUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50321,202505,50321,MUSC,374,2,,Violin Lessons III,0.25,,,N,Y,N,,N,N,N,N,N,N,N,,,0.25,,,,,,,,,,,,"Smolensky, Marcus H.",ARHC,Arts and Humanities,Y,Y,MUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50322,202505,50322,MUSC,375,2,,Viola Lessons III,0.25,,,N,Y,Y,,N,N,N,N,N,N,N,,,0,,,,,,,,,,,,"Lakatos, Frank",ARHC,Arts and Humanities,Y,Y,MUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50323,202505,50323,MUSC,376,1,,Violoncello Lessons III,0.25,,,N,Y,Y,,N,N,N,N,N,N,N,,,0,,,,,,,,,,,,"Holdren, Garet C.",ARHC,Arts and Humanities,Y,Y,MUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50324,202505,50324,MUSC,378,1,,String Bass Lessons III,0.25,,,N,Y,N,,N,N,N,N,N,N,N,,,0.25,,,,,,,,,,,,"Hart, Robert A.",ARHC,Arts and Humanities,Y,Y,MUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50325,202505,50325,MUSC,385,1,,Bassoon Lessons III,0.25,,,N,Y,Y,,N,N,N,N,N,N,N,,,0.25,,,,,,,,,,,,"Gallup, Trina B.",ARHC,Arts and Humanities,Y,Y,MUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50326,202505,50326,MUSC,387,1,,Saxophone Lessons III,0.25,,,N,Y,Y,,N,N,N,N,N,N,N,,,0.25,,,,,,,,,,,,"Bixler, Ronald L.",ARHC,Arts and Humanities,Y,Y,MUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50327,202505,50327,MUSC,394,1,,Euphonium Lessons III,0.25,,,N,Y,Y,,N,N,N,N,N,N,N,,,0,,,,,,,,,,,,"LaBarca, Robert R.",ARHC,Arts and Humanities,Y,Y,MUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50328,202505,50328,MUSC,397,1,,Percussion Lessons III,0.25,,,N,Y,N,,N,N,N,N,N,N,N,,,0,,,,,,,,,,,,"Flynt, Devin R.",ARHC,Arts and Humanities,Y,Y,MUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50329,202505,50329,ENGR,101L,62,,Lab-Engineering Graphics,0,,,Y,N,N,DANA 214,N,N,N,N,Y,N,N,1300,1450,0,,,,,,,,,,,,"Higgins, Matthew J.",FRST,First year course,N,Y,ENGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50333,202505,50333,GRMN,104,1,Students must also register for GRMN 104 recitation 40,Communicating in Context,1,,,Y,N,Y,OLIN 275,N,Y,N,Y,N,Y,N,1200,1250,1,,,,,,,,,,,,"Heinsohn, Bastian",ARHC,Arts and Humanities,Y,Y,GRMN,CCFL,Foreign Language,Y,Y,FRST,First year course,N,Y,,,,,,,,,,,,,,,,,,,,,
202505-50334,202505,50334,GRMN,104R,40,,Recitation for GRMN 104,0,,,N,N,N,COLE 054,N,N,N,N,Y,N,N,900,950,0,,,,,,,,,,,,,,,,,GRMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50336,202505,50336,BMEG,402L,60,,Lab-BMEG Capstone II,0,,,N,N,N,ACET 227,N,N,N,Y,N,N,N,1500,1650,0,,,,,,,,,,,,"Hopper, Theo",,,,,BMEG,,,,,,,,,,,,,"Cavanagh, Dan P.",,,,,,"Ebenstein, Donna M.","Baish, James W.","Malaga, Karlo A.",,,,,,,,
202505-50338,202505,50338,ENGR,101,2,,Engineering Graphics,0.5,,,Y,N,N,BRKI 264,N,N,Y,N,N,N,N,1100,1150,0,,,,,,,,,,,,"Higgins, Matthew J.",FRST,First year course,N,Y,ENGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50339,202505,50339,PHYS,310,1,,Experimental Physics,1,,,N,N,N,OLIN 264,N,N,Y,N,Y,N,N,1300,1550,1,,,,,,,,,,,,"Kopec, Abigail M.",NSMC,Natural Science and Mathematics,Y,Y,PHYS,W2,Writing Level 2,Y,Y,,,,,,,,,"Sulai, Ibrahim A.",,,,,,,,,,,,,,,,
202505-50341,202505,50341,ARBC,102R,40,,Recitation-Beginning Arabic II,0,,,N,N,N,OLIN 275,N,N,N,N,Y,N,N,1300,1350,0,,,,,,,,,,,,,,,,,ARBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50342,202505,50342,UNIV,3NT,1,,UNIV Non-traditional Study,1,,,N,Y,N,,N,N,N,N,N,N,N,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50343,202505,50343,MATH,358,1,,Topics in Operations Research,1,,,N,N,Y,OLIN 371,N,Y,N,Y,N,Y,N,1500,1550,1,,,,,,,,,,,,"Waddell, Lucas A.",CCQR,Quantitative Reasoning,Y,Y,MATH,NSMC,Natural Science and Mathematics,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50344,202505,50344,MATH,658,1,,Topics in Operations Research,1,,,N,Y,Y,OLIN 371,N,Y,N,Y,N,Y,N,1500,1550,1,,,,,,,,,,,,"Waddell, Lucas A.",,,,,MATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50345,202505,50345,UNIV,239,1,"Full title - ""Working with Writers: Theory and Practice""",Working with Writers,1,,,N,Y,Y,BRKI 166,N,N,Y,N,Y,N,N,1500,1620,1,,,,,,,,,,,,"Li, Weijia",W2,Writing Level 2,Y,Y,UNIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50346,202505,50346,GRMN,202,1,,Advanced Conversational German,0.5,,,N,N,Y,,N,N,N,N,N,N,N,,,0,,,,,,,,,,,,,ARHC,Arts and Humanities,Y,Y,GRMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50347,202505,50347,PSYC,307,1,Prerequisite: PSYC 207 or permission of the instructor. Course fulfills the Psychology CE requirement.,Culture and Child Development,1,,,N,N,N,OLRY 309,N,N,Y,N,Y,N,N,1500,1620,1,,,,,,,,,,,,"Boyatzis, Chris J.",GBCC,Global Connections,Y,Y,PSYC,SLSC,Social Science,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50348,202505,50348,PSYC,607,1,,Culture and Child Development,1,,,N,Y,N,OLRY 309,N,N,Y,N,Y,N,N,1500,1620,1,,,,,,,,,,,,"Boyatzis, Chris J.",,,,,PSYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-50349,202505,50349,MUSC,197,2,,Percussion Lessons I,0.25,,,N,Y,Y,,N,N,N,N,N,N,N,,,1,,,,,,,,,,,,"Haynes, Phil A.",ARHC,Arts and Humanities,Y,Y,MUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
